gloss,count,files_names
MIND,31,MIND 1.npy;MIND 10.npy;MIND 11.npy;MIND 12.npy;MIND 13.npy;MIND 14.npy;MIND 15.npy;MIND 16.npy;MIND 17.npy;MIND 18.npy;MIND 19.npy;MIND 2.npy;MIND 20.npy;MIND 21.npy;MIND 22.npy;MIND 23.npy;MIND 24.npy;MIND 25.npy;MIND 26.npy;MIND 27.npy;MIND 28.npy;MIND 29.npy;MIND 3.npy;MIND 30.npy;MIND 31.npy;MIND 4.npy;MIND 5.npy;MIND 6.npy;MIND 7.npy;MIND 8.npy;MIND 9.npy
HEADACHE,31,HEADACHE 1.npy;HEADACHE 10.npy;HEADACHE 11.npy;HEADACHE 12.npy;HEADACHE 13.npy;HEADACHE 14.npy;HEADACHE 15.npy;HEADACHE 16.npy;HEADACHE 17.npy;HEADACHE 18.npy;HEADACHE 19.npy;HEADACHE 2.npy;HEADACHE 20.npy;HEADACHE 21.npy;HEADACHE 22.npy;HEADACHE 23.npy;HEADACHE 24.npy;HEADACHE 25.npy;HEADACHE 26.npy;HEADACHE 27.npy;HEADACHE 28.npy;HEADACHE 29.npy;HEADACHE 3.npy;HEADACHE 30.npy;HEADACHE 31.npy;HEADACHE 4.npy;HEADACHE 5.npy;HEADACHE 6.npy;HEADACHE 7.npy;HEADACHE 8.npy;HEADACHE 9.npy
INVITE,32,INVITE 1.npy;INVITE 10.npy;INVITE 11.npy;INVITE 12.npy;INVITE 13.npy;INVITE 14.npy;INVITE 15.npy;INVITE 16.npy;INVITE 17.npy;INVITE 18.npy;INVITE 19.npy;INVITE 2.npy;INVITE 20.npy;INVITE 21.npy;INVITE 22.npy;INVITE 23.npy;INVITE 24.npy;INVITE 25.npy;INVITE 26.npy;INVITE 27.npy;INVITE 28.npy;INVITE 29.npy;INVITE 3.npy;INVITE 30.npy;INVITE 31.npy;INVITE 32.npy;INVITE 4.npy;INVITE 5.npy;INVITE 6.npy;INVITE 7.npy;INVITE 8.npy;INVITE 9.npy
CAREFUL,31,CAREFUL 1.npy;CAREFUL 10.npy;CAREFUL 11.npy;CAREFUL 12.npy;CAREFUL 13.npy;CAREFUL 14.npy;CAREFUL 15.npy;CAREFUL 16.npy;CAREFUL 17.npy;CAREFUL 18.npy;CAREFUL 19.npy;CAREFUL 2.npy;CAREFUL 20.npy;CAREFUL 21.npy;CAREFUL 22.npy;CAREFUL 23.npy;CAREFUL 24.npy;CAREFUL 25.npy;CAREFUL 26.npy;CAREFUL 27.npy;CAREFUL 28.npy;CAREFUL 29.npy;CAREFUL 3.npy;CAREFUL 30.npy;CAREFUL 31.npy;CAREFUL 4.npy;CAREFUL 5.npy;CAREFUL 6.npy;CAREFUL 7.npy;CAREFUL 8.npy;CAREFUL 9.npy
ROOM,30,ROOM 1.npy;ROOM 10.npy;ROOM 11.npy;ROOM 12.npy;ROOM 13.npy;ROOM 14.npy;ROOM 15.npy;ROOM 16.npy;ROOM 17.npy;ROOM 18.npy;ROOM 19.npy;ROOM 2.npy;ROOM 20.npy;ROOM 21.npy;ROOM 22.npy;ROOM 23.npy;ROOM 24.npy;ROOM 25.npy;ROOM 26.npy;ROOM 27.npy;ROOM 28.npy;ROOM 29.npy;ROOM 3.npy;ROOM 30.npy;ROOM 4.npy;ROOM 5.npy;ROOM 6.npy;ROOM 7.npy;ROOM 8.npy;ROOM 9.npy
PITY,31,PITY 1.npy;PITY 10.npy;PITY 11.npy;PITY 12.npy;PITY 13.npy;PITY 14.npy;PITY 15.npy;PITY 16.npy;PITY 17.npy;PITY 18.npy;PITY 19.npy;PITY 2.npy;PITY 20.npy;PITY 21.npy;PITY 22.npy;PITY 23.npy;PITY 24.npy;PITY 25.npy;PITY 26.npy;PITY 27.npy;PITY 28.npy;PITY 29.npy;PITY 3.npy;PITY 30.npy;PITY 31.npy;PITY 4.npy;PITY 5.npy;PITY 6.npy;PITY 7.npy;PITY 8.npy;PITY 9.npy
HOTDOG,31,HOTDOG 1.npy;HOTDOG 10.npy;HOTDOG 11.npy;HOTDOG 12.npy;HOTDOG 13.npy;HOTDOG 14.npy;HOTDOG 15.npy;HOTDOG 16.npy;HOTDOG 17.npy;HOTDOG 18.npy;HOTDOG 19.npy;HOTDOG 2.npy;HOTDOG 20.npy;HOTDOG 21.npy;HOTDOG 22.npy;HOTDOG 23.npy;HOTDOG 24.npy;HOTDOG 25.npy;HOTDOG 26.npy;HOTDOG 27.npy;HOTDOG 28.npy;HOTDOG 29.npy;HOTDOG 3.npy;HOTDOG 30.npy;HOTDOG 31.npy;HOTDOG 4.npy;HOTDOG 5.npy;HOTDOG 6.npy;HOTDOG 7.npy;HOTDOG 8.npy;HOTDOG 9.npy
LANGUAGE,30,LANGUAGE 1.npy;LANGUAGE 10.npy;LANGUAGE 11.npy;LANGUAGE 12.npy;LANGUAGE 13.npy;LANGUAGE 14.npy;LANGUAGE 15.npy;LANGUAGE 16.npy;LANGUAGE 17.npy;LANGUAGE 18.npy;LANGUAGE 19.npy;LANGUAGE 2.npy;LANGUAGE 20.npy;LANGUAGE 21.npy;LANGUAGE 22.npy;LANGUAGE 23.npy;LANGUAGE 24.npy;LANGUAGE 25.npy;LANGUAGE 26.npy;LANGUAGE 27.npy;LANGUAGE 28.npy;LANGUAGE 29.npy;LANGUAGE 3.npy;LANGUAGE 30.npy;LANGUAGE 4.npy;LANGUAGE 5.npy;LANGUAGE 6.npy;LANGUAGE 7.npy;LANGUAGE 8.npy;LANGUAGE 9.npy
LATE,31,LATE 1.npy;LATE 10.npy;LATE 11.npy;LATE 12.npy;LATE 13.npy;LATE 14.npy;LATE 15.npy;LATE 16.npy;LATE 17.npy;LATE 18.npy;LATE 19.npy;LATE 2.npy;LATE 20.npy;LATE 21.npy;LATE 22.npy;LATE 23.npy;LATE 24.npy;LATE 25.npy;LATE 26.npy;LATE 27.npy;LATE 28.npy;LATE 29.npy;LATE 3.npy;LATE 30.npy;LATE 31.npy;LATE 4.npy;LATE 5.npy;LATE 6.npy;LATE 7.npy;LATE 8.npy;LATE 9.npy
FRANCE,29,FRANCE 1.npy;FRANCE 10.npy;FRANCE 11.npy;FRANCE 12.npy;FRANCE 13.npy;FRANCE 14.npy;FRANCE 15.npy;FRANCE 16.npy;FRANCE 17.npy;FRANCE 18.npy;FRANCE 19.npy;FRANCE 2.npy;FRANCE 20.npy;FRANCE 21.npy;FRANCE 22.npy;FRANCE 23.npy;FRANCE 24.npy;FRANCE 25.npy;FRANCE 26.npy;FRANCE 27.npy;FRANCE 28.npy;FRANCE 29.npy;FRANCE 3.npy;FRANCE 4.npy;FRANCE 5.npy;FRANCE 6.npy;FRANCE 7.npy;FRANCE 8.npy;FRANCE 9.npy
PAIN,32,PAIN 1.npy;PAIN 10.npy;PAIN 11.npy;PAIN 12.npy;PAIN 13.npy;PAIN 14.npy;PAIN 15.npy;PAIN 16.npy;PAIN 17.npy;PAIN 18.npy;PAIN 19.npy;PAIN 2.npy;PAIN 20.npy;PAIN 21.npy;PAIN 22.npy;PAIN 23.npy;PAIN 24.npy;PAIN 25.npy;PAIN 26.npy;PAIN 27.npy;PAIN 28.npy;PAIN 29.npy;PAIN 3.npy;PAIN 30.npy;PAIN 31.npy;PAIN 32.npy;PAIN 4.npy;PAIN 5.npy;PAIN 6.npy;PAIN 7.npy;PAIN 8.npy;PAIN 9.npy
IMPOSSIBLE,31,IMPOSSIBLE 1.npy;IMPOSSIBLE 10.npy;IMPOSSIBLE 11.npy;IMPOSSIBLE 12.npy;IMPOSSIBLE 13.npy;IMPOSSIBLE 14.npy;IMPOSSIBLE 15.npy;IMPOSSIBLE 16.npy;IMPOSSIBLE 17.npy;IMPOSSIBLE 18.npy;IMPOSSIBLE 19.npy;IMPOSSIBLE 2.npy;IMPOSSIBLE 20.npy;IMPOSSIBLE 21.npy;IMPOSSIBLE 22.npy;IMPOSSIBLE 23.npy;IMPOSSIBLE 24.npy;IMPOSSIBLE 25.npy;IMPOSSIBLE 26.npy;IMPOSSIBLE 27.npy;IMPOSSIBLE 28.npy;IMPOSSIBLE 29.npy;IMPOSSIBLE 3.npy;IMPOSSIBLE 30.npy;IMPOSSIBLE 31.npy;IMPOSSIBLE 4.npy;IMPOSSIBLE 5.npy;IMPOSSIBLE 6.npy;IMPOSSIBLE 7.npy;IMPOSSIBLE 8.npy;IMPOSSIBLE 9.npy
MISUNDERSTAND,31,MISUNDERSTAND 1.npy;MISUNDERSTAND 10.npy;MISUNDERSTAND 11.npy;MISUNDERSTAND 12.npy;MISUNDERSTAND 13.npy;MISUNDERSTAND 14.npy;MISUNDERSTAND 15.npy;MISUNDERSTAND 16.npy;MISUNDERSTAND 17.npy;MISUNDERSTAND 18.npy;MISUNDERSTAND 19.npy;MISUNDERSTAND 2.npy;MISUNDERSTAND 20.npy;MISUNDERSTAND 21.npy;MISUNDERSTAND 22.npy;MISUNDERSTAND 23.npy;MISUNDERSTAND 24.npy;MISUNDERSTAND 25.npy;MISUNDERSTAND 26.npy;MISUNDERSTAND 27.npy;MISUNDERSTAND 28.npy;MISUNDERSTAND 29.npy;MISUNDERSTAND 3.npy;MISUNDERSTAND 30.npy;MISUNDERSTAND 31.npy;MISUNDERSTAND 4.npy;MISUNDERSTAND 5.npy;MISUNDERSTAND 6.npy;MISUNDERSTAND 7.npy;MISUNDERSTAND 8.npy;MISUNDERSTAND 9.npy
STUBBORN,30,STUBBORN 1.npy;STUBBORN 10.npy;STUBBORN 11.npy;STUBBORN 12.npy;STUBBORN 13.npy;STUBBORN 14.npy;STUBBORN 15.npy;STUBBORN 16.npy;STUBBORN 17.npy;STUBBORN 18.npy;STUBBORN 19.npy;STUBBORN 2.npy;STUBBORN 20.npy;STUBBORN 21.npy;STUBBORN 22.npy;STUBBORN 23.npy;STUBBORN 24.npy;STUBBORN 25.npy;STUBBORN 26.npy;STUBBORN 27.npy;STUBBORN 28.npy;STUBBORN 29.npy;STUBBORN 3.npy;STUBBORN 30.npy;STUBBORN 4.npy;STUBBORN 5.npy;STUBBORN 6.npy;STUBBORN 7.npy;STUBBORN 8.npy;STUBBORN 9.npy
FALL,63,FALL 1.npy;FALL 10.npy;FALL 11.npy;FALL 12.npy;FALL 13.npy;FALL 14.npy;FALL 15.npy;FALL 16.npy;FALL 17.npy;FALL 18.npy;FALL 19.npy;FALL 2.npy;FALL 20.npy;FALL 21.npy;FALL 22.npy;FALL 23.npy;FALL 24.npy;FALL 25.npy;FALL 26.npy;FALL 27.npy;FALL 28.npy;FALL 29.npy;FALL 3.npy;FALL 30.npy;FALL 31.npy;FALL 32.npy;FALL 33.npy;FALL 34.npy;FALL 35.npy;FALL 36.npy;FALL 37.npy;FALL 38.npy;FALL 39.npy;FALL 4.npy;FALL 40.npy;FALL 41.npy;FALL 42.npy;FALL 43.npy;FALL 44.npy;FALL 45.npy;FALL 46.npy;FALL 47.npy;FALL 48.npy;FALL 49.npy;FALL 5.npy;FALL 50.npy;FALL 51.npy;FALL 52.npy;FALL 53.npy;FALL 54.npy;FALL 55.npy;FALL 56.npy;FALL 57.npy;FALL 58.npy;FALL 59.npy;FALL 6.npy;FALL 60.npy;FALL 61.npy;FALL 62.npy;FALL 63.npy;FALL 7.npy;FALL 8.npy;FALL 9.npy
WONDER,31,WONDER 1.npy;WONDER 10.npy;WONDER 11.npy;WONDER 12.npy;WONDER 13.npy;WONDER 14.npy;WONDER 15.npy;WONDER 16.npy;WONDER 17.npy;WONDER 18.npy;WONDER 19.npy;WONDER 2.npy;WONDER 20.npy;WONDER 21.npy;WONDER 22.npy;WONDER 23.npy;WONDER 24.npy;WONDER 25.npy;WONDER 26.npy;WONDER 27.npy;WONDER 28.npy;WONDER 29.npy;WONDER 3.npy;WONDER 30.npy;WONDER 31.npy;WONDER 4.npy;WONDER 5.npy;WONDER 6.npy;WONDER 7.npy;WONDER 8.npy;WONDER 9.npy
BEHIND,31,BEHIND 1.npy;BEHIND 10.npy;BEHIND 11.npy;BEHIND 12.npy;BEHIND 13.npy;BEHIND 14.npy;BEHIND 15.npy;BEHIND 16.npy;BEHIND 17.npy;BEHIND 18.npy;BEHIND 19.npy;BEHIND 2.npy;BEHIND 20.npy;BEHIND 21.npy;BEHIND 22.npy;BEHIND 23.npy;BEHIND 24.npy;BEHIND 25.npy;BEHIND 26.npy;BEHIND 27.npy;BEHIND 28.npy;BEHIND 29.npy;BEHIND 3.npy;BEHIND 30.npy;BEHIND 31.npy;BEHIND 4.npy;BEHIND 5.npy;BEHIND 6.npy;BEHIND 7.npy;BEHIND 8.npy;BEHIND 9.npy
CENTER,30,CENTER 1.npy;CENTER 10.npy;CENTER 11.npy;CENTER 12.npy;CENTER 13.npy;CENTER 14.npy;CENTER 15.npy;CENTER 16.npy;CENTER 17.npy;CENTER 18.npy;CENTER 19.npy;CENTER 2.npy;CENTER 20.npy;CENTER 21.npy;CENTER 22.npy;CENTER 23.npy;CENTER 24.npy;CENTER 25.npy;CENTER 26.npy;CENTER 27.npy;CENTER 28.npy;CENTER 29.npy;CENTER 3.npy;CENTER 30.npy;CENTER 4.npy;CENTER 5.npy;CENTER 6.npy;CENTER 7.npy;CENTER 8.npy;CENTER 9.npy
DREAM,31,DREAM 1.npy;DREAM 10.npy;DREAM 11.npy;DREAM 12.npy;DREAM 13.npy;DREAM 14.npy;DREAM 15.npy;DREAM 16.npy;DREAM 17.npy;DREAM 18.npy;DREAM 19.npy;DREAM 2.npy;DREAM 20.npy;DREAM 21.npy;DREAM 22.npy;DREAM 23.npy;DREAM 24.npy;DREAM 25.npy;DREAM 26.npy;DREAM 27.npy;DREAM 28.npy;DREAM 29.npy;DREAM 3.npy;DREAM 30.npy;DREAM 31.npy;DREAM 4.npy;DREAM 5.npy;DREAM 6.npy;DREAM 7.npy;DREAM 8.npy;DREAM 9.npy
CHALLENGE,31,CHALLENGE 1.npy;CHALLENGE 10.npy;CHALLENGE 11.npy;CHALLENGE 12.npy;CHALLENGE 13.npy;CHALLENGE 14.npy;CHALLENGE 15.npy;CHALLENGE 16.npy;CHALLENGE 17.npy;CHALLENGE 18.npy;CHALLENGE 19.npy;CHALLENGE 2.npy;CHALLENGE 20.npy;CHALLENGE 21.npy;CHALLENGE 22.npy;CHALLENGE 23.npy;CHALLENGE 24.npy;CHALLENGE 25.npy;CHALLENGE 26.npy;CHALLENGE 27.npy;CHALLENGE 28.npy;CHALLENGE 29.npy;CHALLENGE 3.npy;CHALLENGE 30.npy;CHALLENGE 31.npy;CHALLENGE 4.npy;CHALLENGE 5.npy;CHALLENGE 6.npy;CHALLENGE 7.npy;CHALLENGE 8.npy;CHALLENGE 9.npy
PATIENT,92,PATIENT 1.npy;PATIENT 10.npy;PATIENT 11.npy;PATIENT 12.npy;PATIENT 13.npy;PATIENT 14.npy;PATIENT 15.npy;PATIENT 16.npy;PATIENT 17.npy;PATIENT 18.npy;PATIENT 19.npy;PATIENT 2.npy;PATIENT 20.npy;PATIENT 21.npy;PATIENT 22.npy;PATIENT 23.npy;PATIENT 24.npy;PATIENT 25.npy;PATIENT 26.npy;PATIENT 27.npy;PATIENT 28.npy;PATIENT 29.npy;PATIENT 3.npy;PATIENT 30.npy;PATIENT 31.npy;PATIENT 32.npy;PATIENT 33.npy;PATIENT 34.npy;PATIENT 35.npy;PATIENT 36.npy;PATIENT 37.npy;PATIENT 38.npy;PATIENT 39.npy;PATIENT 4.npy;PATIENT 40.npy;PATIENT 41.npy;PATIENT 42.npy;PATIENT 43.npy;PATIENT 44.npy;PATIENT 45.npy;PATIENT 46.npy;PATIENT 47.npy;PATIENT 48.npy;PATIENT 49.npy;PATIENT 5.npy;PATIENT 50.npy;PATIENT 51.npy;PATIENT 52.npy;PATIENT 53.npy;PATIENT 54.npy;PATIENT 55.npy;PATIENT 56.npy;PATIENT 57.npy;PATIENT 58.npy;PATIENT 59.npy;PATIENT 6.npy;PATIENT 60.npy;PATIENT 61.npy;PATIENT 62.npy;PATIENT 63.npy;PATIENT 64.npy;PATIENT 65.npy;PATIENT 66.npy;PATIENT 67.npy;PATIENT 68.npy;PATIENT 69.npy;PATIENT 7.npy;PATIENT 70.npy;PATIENT 71.npy;PATIENT 72.npy;PATIENT 73.npy;PATIENT 74.npy;PATIENT 75.npy;PATIENT 76.npy;PATIENT 77.npy;PATIENT 78.npy;PATIENT 79.npy;PATIENT 8.npy;PATIENT 80.npy;PATIENT 81.npy;PATIENT 82.npy;PATIENT 83.npy;PATIENT 84.npy;PATIENT 85.npy;PATIENT 86.npy;PATIENT 87.npy;PATIENT 88.npy;PATIENT 89.npy;PATIENT 9.npy;PATIENT 90.npy;PATIENT 91.npy;PATIENT 92.npy
BECAUSE,32,BECAUSE 1.npy;BECAUSE 10.npy;BECAUSE 11.npy;BECAUSE 12.npy;BECAUSE 13.npy;BECAUSE 14.npy;BECAUSE 15.npy;BECAUSE 16.npy;BECAUSE 17.npy;BECAUSE 18.npy;BECAUSE 19.npy;BECAUSE 2.npy;BECAUSE 20.npy;BECAUSE 21.npy;BECAUSE 22.npy;BECAUSE 23.npy;BECAUSE 24.npy;BECAUSE 25.npy;BECAUSE 26.npy;BECAUSE 27.npy;BECAUSE 28.npy;BECAUSE 29.npy;BECAUSE 3.npy;BECAUSE 30.npy;BECAUSE 31.npy;BECAUSE 32.npy;BECAUSE 4.npy;BECAUSE 5.npy;BECAUSE 6.npy;BECAUSE 7.npy;BECAUSE 8.npy;BECAUSE 9.npy
REASON,31,REASON 1.npy;REASON 10.npy;REASON 11.npy;REASON 12.npy;REASON 13.npy;REASON 14.npy;REASON 15.npy;REASON 16.npy;REASON 17.npy;REASON 18.npy;REASON 19.npy;REASON 2.npy;REASON 20.npy;REASON 21.npy;REASON 22.npy;REASON 23.npy;REASON 24.npy;REASON 25.npy;REASON 26.npy;REASON 27.npy;REASON 28.npy;REASON 29.npy;REASON 3.npy;REASON 30.npy;REASON 31.npy;REASON 4.npy;REASON 5.npy;REASON 6.npy;REASON 7.npy;REASON 8.npy;REASON 9.npy
VACATION,31,VACATION 1.npy;VACATION 10.npy;VACATION 11.npy;VACATION 12.npy;VACATION 13.npy;VACATION 14.npy;VACATION 15.npy;VACATION 16.npy;VACATION 17.npy;VACATION 18.npy;VACATION 19.npy;VACATION 2.npy;VACATION 20.npy;VACATION 21.npy;VACATION 22.npy;VACATION 23.npy;VACATION 24.npy;VACATION 25.npy;VACATION 26.npy;VACATION 27.npy;VACATION 28.npy;VACATION 29.npy;VACATION 3.npy;VACATION 30.npy;VACATION 31.npy;VACATION 4.npy;VACATION 5.npy;VACATION 6.npy;VACATION 7.npy;VACATION 8.npy;VACATION 9.npy
DRUNK,30,DRUNK 1.npy;DRUNK 10.npy;DRUNK 11.npy;DRUNK 12.npy;DRUNK 13.npy;DRUNK 14.npy;DRUNK 15.npy;DRUNK 16.npy;DRUNK 17.npy;DRUNK 18.npy;DRUNK 19.npy;DRUNK 2.npy;DRUNK 20.npy;DRUNK 21.npy;DRUNK 22.npy;DRUNK 23.npy;DRUNK 24.npy;DRUNK 25.npy;DRUNK 26.npy;DRUNK 27.npy;DRUNK 28.npy;DRUNK 29.npy;DRUNK 3.npy;DRUNK 30.npy;DRUNK 4.npy;DRUNK 5.npy;DRUNK 6.npy;DRUNK 7.npy;DRUNK 8.npy;DRUNK 9.npy
PRICE,31,PRICE 1.npy;PRICE 10.npy;PRICE 11.npy;PRICE 12.npy;PRICE 13.npy;PRICE 14.npy;PRICE 15.npy;PRICE 16.npy;PRICE 17.npy;PRICE 18.npy;PRICE 19.npy;PRICE 2.npy;PRICE 20.npy;PRICE 21.npy;PRICE 22.npy;PRICE 23.npy;PRICE 24.npy;PRICE 25.npy;PRICE 26.npy;PRICE 27.npy;PRICE 28.npy;PRICE 29.npy;PRICE 3.npy;PRICE 30.npy;PRICE 31.npy;PRICE 4.npy;PRICE 5.npy;PRICE 6.npy;PRICE 7.npy;PRICE 8.npy;PRICE 9.npy
TYPE,60,TYPE 1.npy;TYPE 10.npy;TYPE 11.npy;TYPE 12.npy;TYPE 13.npy;TYPE 14.npy;TYPE 15.npy;TYPE 16.npy;TYPE 17.npy;TYPE 18.npy;TYPE 19.npy;TYPE 2.npy;TYPE 20.npy;TYPE 21.npy;TYPE 22.npy;TYPE 23.npy;TYPE 24.npy;TYPE 25.npy;TYPE 26.npy;TYPE 27.npy;TYPE 28.npy;TYPE 29.npy;TYPE 3.npy;TYPE 30.npy;TYPE 31.npy;TYPE 32.npy;TYPE 33.npy;TYPE 34.npy;TYPE 35.npy;TYPE 36.npy;TYPE 37.npy;TYPE 38.npy;TYPE 39.npy;TYPE 4.npy;TYPE 40.npy;TYPE 41.npy;TYPE 42.npy;TYPE 43.npy;TYPE 44.npy;TYPE 45.npy;TYPE 46.npy;TYPE 47.npy;TYPE 48.npy;TYPE 49.npy;TYPE 5.npy;TYPE 50.npy;TYPE 51.npy;TYPE 52.npy;TYPE 53.npy;TYPE 54.npy;TYPE 55.npy;TYPE 56.npy;TYPE 57.npy;TYPE 58.npy;TYPE 59.npy;TYPE 6.npy;TYPE 60.npy;TYPE 7.npy;TYPE 8.npy;TYPE 9.npy
POTATO,30,POTATO 1.npy;POTATO 10.npy;POTATO 11.npy;POTATO 12.npy;POTATO 13.npy;POTATO 14.npy;POTATO 15.npy;POTATO 16.npy;POTATO 17.npy;POTATO 18.npy;POTATO 19.npy;POTATO 2.npy;POTATO 20.npy;POTATO 21.npy;POTATO 22.npy;POTATO 23.npy;POTATO 24.npy;POTATO 25.npy;POTATO 26.npy;POTATO 27.npy;POTATO 28.npy;POTATO 29.npy;POTATO 3.npy;POTATO 30.npy;POTATO 4.npy;POTATO 5.npy;POTATO 6.npy;POTATO 7.npy;POTATO 8.npy;POTATO 9.npy
BIRTH,30,BIRTH 1.npy;BIRTH 10.npy;BIRTH 11.npy;BIRTH 12.npy;BIRTH 13.npy;BIRTH 14.npy;BIRTH 15.npy;BIRTH 16.npy;BIRTH 17.npy;BIRTH 18.npy;BIRTH 19.npy;BIRTH 2.npy;BIRTH 20.npy;BIRTH 21.npy;BIRTH 22.npy;BIRTH 23.npy;BIRTH 24.npy;BIRTH 25.npy;BIRTH 26.npy;BIRTH 27.npy;BIRTH 28.npy;BIRTH 29.npy;BIRTH 3.npy;BIRTH 30.npy;BIRTH 4.npy;BIRTH 5.npy;BIRTH 6.npy;BIRTH 7.npy;BIRTH 8.npy;BIRTH 9.npy
EMOTION,31,EMOTION 1.npy;EMOTION 10.npy;EMOTION 11.npy;EMOTION 12.npy;EMOTION 13.npy;EMOTION 14.npy;EMOTION 15.npy;EMOTION 16.npy;EMOTION 17.npy;EMOTION 18.npy;EMOTION 19.npy;EMOTION 2.npy;EMOTION 20.npy;EMOTION 21.npy;EMOTION 22.npy;EMOTION 23.npy;EMOTION 24.npy;EMOTION 25.npy;EMOTION 26.npy;EMOTION 27.npy;EMOTION 28.npy;EMOTION 29.npy;EMOTION 3.npy;EMOTION 30.npy;EMOTION 31.npy;EMOTION 4.npy;EMOTION 5.npy;EMOTION 6.npy;EMOTION 7.npy;EMOTION 8.npy;EMOTION 9.npy
EXERCISE,31,EXERCISE 1.npy;EXERCISE 10.npy;EXERCISE 11.npy;EXERCISE 12.npy;EXERCISE 13.npy;EXERCISE 14.npy;EXERCISE 15.npy;EXERCISE 16.npy;EXERCISE 17.npy;EXERCISE 18.npy;EXERCISE 19.npy;EXERCISE 2.npy;EXERCISE 20.npy;EXERCISE 21.npy;EXERCISE 22.npy;EXERCISE 23.npy;EXERCISE 24.npy;EXERCISE 25.npy;EXERCISE 26.npy;EXERCISE 27.npy;EXERCISE 28.npy;EXERCISE 29.npy;EXERCISE 3.npy;EXERCISE 30.npy;EXERCISE 31.npy;EXERCISE 4.npy;EXERCISE 5.npy;EXERCISE 6.npy;EXERCISE 7.npy;EXERCISE 8.npy;EXERCISE 9.npy
FIGHT,31,FIGHT 1.npy;FIGHT 10.npy;FIGHT 11.npy;FIGHT 12.npy;FIGHT 13.npy;FIGHT 14.npy;FIGHT 15.npy;FIGHT 16.npy;FIGHT 17.npy;FIGHT 18.npy;FIGHT 19.npy;FIGHT 2.npy;FIGHT 20.npy;FIGHT 21.npy;FIGHT 22.npy;FIGHT 23.npy;FIGHT 24.npy;FIGHT 25.npy;FIGHT 26.npy;FIGHT 27.npy;FIGHT 28.npy;FIGHT 29.npy;FIGHT 3.npy;FIGHT 30.npy;FIGHT 31.npy;FIGHT 4.npy;FIGHT 5.npy;FIGHT 6.npy;FIGHT 7.npy;FIGHT 8.npy;FIGHT 9.npy
WARM,31,WARM 1.npy;WARM 10.npy;WARM 11.npy;WARM 12.npy;WARM 13.npy;WARM 14.npy;WARM 15.npy;WARM 16.npy;WARM 17.npy;WARM 18.npy;WARM 19.npy;WARM 2.npy;WARM 20.npy;WARM 21.npy;WARM 22.npy;WARM 23.npy;WARM 24.npy;WARM 25.npy;WARM 26.npy;WARM 27.npy;WARM 28.npy;WARM 29.npy;WARM 3.npy;WARM 30.npy;WARM 31.npy;WARM 4.npy;WARM 5.npy;WARM 6.npy;WARM 7.npy;WARM 8.npy;WARM 9.npy
MISS,30,MISS 1.npy;MISS 10.npy;MISS 11.npy;MISS 12.npy;MISS 13.npy;MISS 14.npy;MISS 15.npy;MISS 16.npy;MISS 17.npy;MISS 18.npy;MISS 19.npy;MISS 2.npy;MISS 20.npy;MISS 21.npy;MISS 22.npy;MISS 23.npy;MISS 24.npy;MISS 25.npy;MISS 26.npy;MISS 27.npy;MISS 28.npy;MISS 29.npy;MISS 3.npy;MISS 30.npy;MISS 4.npy;MISS 5.npy;MISS 6.npy;MISS 7.npy;MISS 8.npy;MISS 9.npy
GONE,32,GONE 1.npy;GONE 10.npy;GONE 11.npy;GONE 12.npy;GONE 13.npy;GONE 14.npy;GONE 15.npy;GONE 16.npy;GONE 17.npy;GONE 18.npy;GONE 19.npy;GONE 2.npy;GONE 20.npy;GONE 21.npy;GONE 22.npy;GONE 23.npy;GONE 24.npy;GONE 25.npy;GONE 26.npy;GONE 27.npy;GONE 28.npy;GONE 29.npy;GONE 3.npy;GONE 30.npy;GONE 31.npy;GONE 32.npy;GONE 4.npy;GONE 5.npy;GONE 6.npy;GONE 7.npy;GONE 8.npy;GONE 9.npy
COLOR,30,COLOR 1.npy;COLOR 10.npy;COLOR 11.npy;COLOR 12.npy;COLOR 13.npy;COLOR 14.npy;COLOR 15.npy;COLOR 16.npy;COLOR 17.npy;COLOR 18.npy;COLOR 19.npy;COLOR 2.npy;COLOR 20.npy;COLOR 21.npy;COLOR 22.npy;COLOR 23.npy;COLOR 24.npy;COLOR 25.npy;COLOR 26.npy;COLOR 27.npy;COLOR 28.npy;COLOR 29.npy;COLOR 3.npy;COLOR 30.npy;COLOR 4.npy;COLOR 5.npy;COLOR 6.npy;COLOR 7.npy;COLOR 8.npy;COLOR 9.npy
BODY,30,BODY 1.npy;BODY 10.npy;BODY 11.npy;BODY 12.npy;BODY 13.npy;BODY 14.npy;BODY 15.npy;BODY 16.npy;BODY 17.npy;BODY 18.npy;BODY 19.npy;BODY 2.npy;BODY 20.npy;BODY 21.npy;BODY 22.npy;BODY 23.npy;BODY 24.npy;BODY 25.npy;BODY 26.npy;BODY 27.npy;BODY 28.npy;BODY 29.npy;BODY 3.npy;BODY 30.npy;BODY 4.npy;BODY 5.npy;BODY 6.npy;BODY 7.npy;BODY 8.npy;BODY 9.npy
